Symbol,Company Name,Industry,Index,Sector
PTCIL.NS,PTC Industries Ltd.,Capital Goods,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
PURVA.NS,Puravankara Ltd.,Realty,['NIFTYTOTALMARKET'],[]
PVRINOX.NS,PVR INOX Ltd.,Media Entertainment & Publication,"['NIFTY500', 'NIFTYTOTALMARKET']",['NIFTY_MEDIA']
QUESS.NS,Quess Corp Ltd.,Services,['NIFTYTOTALMARKET'],[]
RADICO.NS,Radico Khaitan Ltd,Fast Moving Consumer Goods,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYSMALLCAP100']",['NIFTY_FMCG']
RAILTEL.NS,Railtel Corporation Of India Ltd.,Telecommunication,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
RAIN.NS,Rain Industries Ltd,Chemicals,['NIFTYTOTALMARKET'],[]
RAINBOW.NS,Rainbow Childrens Medicare Ltd.,Healthcare,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
RALLIS.NS,Rallis India Ltd.,Chemicals,['NIFTYTOTALMARKET'],[]
RAMCOCEM.NS,The Ramco Cements Ltd.,Construction Materials,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYSMALLCAP100']",['NIFTY_CEMENT']
RATEGAIN.NS,Rategain Travel Technologies Ltd.,Information Technology,['NIFTYTOTALMARKET'],[]
RATNAMANI.NS,Ratnamani Metals & Tubes Ltd.,Capital Goods,['NIFTYTOTALMARKET'],[]
RAYMONDLSL.NS,Raymond Lifestyle Ltd.,Textiles,['NIFTYTOTALMARKET'],[]
RBA.NS,Restaurant Brands Asia Ltd.,Consumer Services,['NIFTYTOTALMARKET'],[]
RBLBANK.NS,RBL Bank Ltd.,Financial Services,"['NIFTY500', 'NIFTYTOTALMARKET']",['NIFTY_PRIVATEBANK']
RCF.NS,Rashtriya Chemicals & Fertilizers Ltd.,Chemicals,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
RECLTD.NS,REC Ltd.,Financial Services,"['NIFTY200', 'NIFTY100', 'NIFTYTOTALMARKET', 'NIFTYNEXT50', 'NIFTY500']","['NIFTY_FINANCIAL_SERVICES', 'NIFTY_FINANCIAL_SERVICES25-50LIST']"
REDINGTON.NS,Redington Ltd.,Services,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYSMALLCAP100']",[]
REFEX.NS,Refex Industries Ltd.,Chemicals,['NIFTYTOTALMARKET'],[]
RELAXO.NS,Relaxo Footwears Ltd.,Consumer Durables,['NIFTYTOTALMARKET'],[]
RELIANCE.NS,Reliance Industries Ltd.,Oil Gas & Consumable Fuels,"['NIFTY200', 'NIFTY50', 'NIFTY100', 'NIFTYTOTALMARKET', 'NIFTY500']",['NIFTY_OILANDGAS']
RELIGARE.NS,Religare Enterprises Ltd.,Financial Services,['NIFTYTOTALMARKET'],[]
RELINFRA.NS,Reliance Infrastructure Ltd.,Power,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
RENUKA.NS,Shree Renuka Sugars Ltd.,Fast Moving Consumer Goods,['NIFTYTOTALMARKET'],[]
RHIM.NS,RHI MAGNESITA INDIA LTD.,Capital Goods,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
RITES.NS,RITES Ltd.,Construction,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
RKFORGE.NS,Ramkrishna Forgings Ltd.,Automobile and Auto Components,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
ROUTE.NS,Route Mobile Ltd.,Telecommunication,['NIFTYTOTALMARKET'],[]
RPOWER.NS,Reliance Power Ltd.,Power,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYSMALLCAP100']",[]
RRKABEL.NS,R R Kabel Ltd.,Capital Goods,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
RTNINDIA.NS,RattanIndia Enterprises Ltd.,Consumer Services,['NIFTYTOTALMARKET'],[]
RTNPOWER.NS,RattanIndia Power Ltd.,Power,['NIFTYTOTALMARKET'],[]
RVNL.NS,Rail Vikas Nigam Ltd.,Construction,"['NIFTY500', 'NIFTY200', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",[]
SAFARI.NS,Safari Industries (India) Ltd.,Consumer Durables,['NIFTYTOTALMARKET'],[]
SAGILITY.NS,Sagility Ltd.,Information Technology,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYSMALLCAP100']",[]
SAIL.NS,Steel Authority of India Ltd.,Metals & Mining,"['NIFTY500', 'NIFTY200', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",['NIFTY_METAL']
SAILIFE.NS,Sai Life Sciences Ltd.,Healthcare,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
SAMHI.NS,Samhi Hotels Ltd.,Consumer Services,['NIFTYTOTALMARKET'],[]
SAMMAANCAP.NS,Sammaan Capital Ltd.,Financial Services,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
SANDUMA.NS,Sandur Manganese & Iron Ores Ltd.,Oil Gas & Consumable Fuels,['NIFTYTOTALMARKET'],[]
SANOFI.NS,Sanofi India Ltd.,Healthcare,['NIFTYTOTALMARKET'],[]
SANOFICONR.NS,Sanofi Consumer Healthcare India Ltd.,Healthcare,['NIFTYTOTALMARKET'],[]
SANSERA.NS,Sansera Engineering Ltd.,Automobile and Auto Components,['NIFTYTOTALMARKET'],[]
SAPPHIRE.NS,Sapphire Foods India Ltd.,Consumer Services,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
SARDAEN.NS,Sarda Energy and Minerals Ltd.,Metals & Mining,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
SAREGAMA.NS,Saregama India Ltd,Media Entertainment & Publication,"['NIFTY500', 'NIFTYTOTALMARKET']",['NIFTY_MEDIA']
SBFC.NS,SBFC Finance Ltd.,Financial Services,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
SBICARD.NS,SBI Cards and Payment Services Ltd.,Financial Services,"['NIFTY500', 'NIFTY200', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']","['NIFTY_FINANCIAL_SERVICES', 'NIFTY_FINANCIAL_SERVICES25-50LIST']"
SBILIFE.NS,SBI Life Insurance Company Ltd.,Financial Services,"['NIFTY200', 'NIFTY50', 'NIFTY100', 'NIFTYTOTALMARKET', 'NIFTY500']","['NIFTY_FINANCIAL_SERVICES', 'NIFTY_FINANCIAL_SERVICES25-50LIST']"
SBIN.NS,State Bank of India,Financial Services,"['NIFTY200', 'NIFTY50', 'NIFTY100', 'NIFTYTOTALMARKET', 'NIFTY500']","['NIFTY_FINANCIAL_SERVICES', 'NIFTY_PSUBANK', 'NIFTY_FINANCIAL_SERVICES25-50LIST', 'NIFTY_BANK']"
SCHAEFFLER.NS,Schaeffler India Ltd.,Automobile and Auto Components,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",[]
SCHNEIDER.NS,Schneider Electric Infrastructure Ltd.,Capital Goods,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
SCI.NS,Shipping Corporation of India Ltd.,Services,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
SENCO.NS,Senco Gold Ltd.,Consumer Durables,['NIFTYTOTALMARKET'],[]
SFL.NS,Sheela Foam Ltd.,Consumer Durables,['NIFTYTOTALMARKET'],[]
SHAILY.NS,Shaily Engineering Plastics Ltd.,Capital Goods,['NIFTYTOTALMARKET'],[]
SHAKTIPUMP.NS,Shakti Pumps (India) Ltd.,Capital Goods,['NIFTYTOTALMARKET'],[]
SHARDACROP.NS,Sharda Cropchem Ltd.,Chemicals,['NIFTYTOTALMARKET'],[]
SHARDAMOTR.NS,Sharda Motor Industries Ltd.,Automobile and Auto Components,['NIFTYTOTALMARKET'],[]
SHAREINDIA.NS,Share India Securities Ltd.,Financial Services,['NIFTYTOTALMARKET'],[]
SHILPAMED.NS,Shilpa Medicare Ltd.,Healthcare,['NIFTYTOTALMARKET'],[]
SHREECEM.NS,Shree Cement Ltd.,Construction Materials,"['NIFTY200', 'NIFTY100', 'NIFTYTOTALMARKET', 'NIFTYNEXT50', 'NIFTY500']",['NIFTY_CEMENT']
SHRIPISTON.NS,Shriram Pistons & Rings Ltd.,Automobile and Auto Components,['NIFTYTOTALMARKET'],[]
SHRIRAMFIN.NS,Shriram Finance Ltd.,Financial Services,"['NIFTY200', 'NIFTY50', 'NIFTY100', 'NIFTYTOTALMARKET', 'NIFTY500']","['NIFTY_FINANCIAL_SERVICES', 'NIFTY_FINANCIAL_SERVICES25-50LIST']"
SHYAMMETL.NS,Shyam Metalics and Energy Ltd.,Capital Goods,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYSMALLCAP100']",[]
SIEMENS.NS,Siemens Ltd.,Capital Goods,"['NIFTY200', 'NIFTY100', 'NIFTYTOTALMARKET', 'NIFTYNEXT50', 'NIFTY500']",[]
SIGNATURE.NS,Signatureglobal (India) Ltd.,Realty,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYSMALLCAP100']",['NIFTY_REALTY']
SJVN.NS,SJVN Ltd.,Power,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",[]
SKIPPER.NS,Skipper Ltd.,Capital Goods,['NIFTYTOTALMARKET'],[]
SKYGOLD.NS,SKY GOLD AND DIAMONDS Ltd.,Consumer Durables,['NIFTYTOTALMARKET'],[]
SOBHA.NS,Sobha Ltd.,Realty,"['NIFTY500', 'NIFTYTOTALMARKET']",['NIFTY_REALTY']
SOLARINDS.NS,Solar Industries India Ltd.,Chemicals,"['NIFTY200', 'NIFTY100', 'NIFTYTOTALMARKET', 'NIFTYNEXT50', 'NIFTY500']",['NIFTY_CHEMICALS']
SONACOMS.NS,Sona BLW Precision Forgings Ltd.,Automobile and Auto Components,"['NIFTY500', 'NIFTY200', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",['NIFTY_AUTO']
SONATSOFTW.NS,Sonata Software Ltd.,Information Technology,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
SOUTHBANK.NS,South Indian Bank Ltd.,Financial Services,['NIFTYTOTALMARKET'],[]
SPARC.NS,Sun Pharma Advanced Research Company Ltd.,Healthcare,['NIFTYTOTALMARKET'],[]
SRF.NS,SRF Ltd.,Chemicals,"['NIFTY500', 'NIFTY200', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",['NIFTY_CHEMICALS']
STAR.NS,Strides Pharma Science Ltd.,Healthcare,['NIFTYTOTALMARKET'],[]
STARCEMENT.NS,Star Cement Ltd.,Construction Materials,['NIFTYTOTALMARKET'],['NIFTY_CEMENT']
STARHEALTH.NS,Star Health and Allied Insurance Company Ltd.,Financial Services,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYSMALLCAP100']",[]
STLTECH.NS,Sterlite Technologies Ltd.,Telecommunication,['NIFTYTOTALMARKET'],[]
STYRENIX.NS,Styrenix Performance Materials Ltd.,Chemicals,['NIFTYTOTALMARKET'],[]
SUBROS.NS,Subros Ltd.,Capital Goods,['NIFTYTOTALMARKET'],[]
SUDARSCHEM.NS,Sudarshan Chemical Industries Ltd.,Chemicals,['NIFTYTOTALMARKET'],[]
SUMICHEM.NS,Sumitomo Chemical India Ltd.,Chemicals,"['NIFTY500', 'NIFTYTOTALMARKET']",['NIFTY_CHEMICALS']
SUNDARMFIN.NS,Sundaram Finance Ltd.,Financial Services,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",[]
SUNDRMFAST.NS,Sundram Fasteners Ltd.,Automobile and Auto Components,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
SUNFLAG.NS,Sunflag Iron & Steel Company Ltd.,Capital Goods,['NIFTYTOTALMARKET'],[]
SUNPHARMA.NS,Sun Pharmaceutical Industries Ltd.,Healthcare,"['NIFTY200', 'NIFTY50', 'NIFTY100', 'NIFTYTOTALMARKET', 'NIFTY500']","['NIFTY_HEALTHCARE', 'NIFTY_PHARMA']"
SUNTECK.NS,Sunteck Realty Ltd.,Realty,['NIFTYTOTALMARKET'],[]
SUNTV.NS,Sun TV Network Ltd.,Media Entertainment & Publication,"['NIFTY500', 'NIFTYTOTALMARKET']",['NIFTY_MEDIA']
SUPREMEIND.NS,Supreme Industries Ltd.,Capital Goods,"['NIFTY500', 'NIFTY200', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",[]
SUPRIYA.NS,Supriya Lifescience Ltd.,Healthcare,['NIFTYTOTALMARKET'],[]
SURYAROSNI.NS,Surya Roshni Ltd.,Capital Goods,['NIFTYTOTALMARKET'],[]
SUZLON.NS,Suzlon Energy Ltd.,Capital Goods,"['NIFTY500', 'NIFTY200', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",[]
SWANCORP.NS,Swan Corp Ltd.,Chemicals,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYSMALLCAP100']",[]
SWIGGY.NS,Swiggy Ltd.,Consumer Services,"['NIFTY500', 'NIFTY200', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",[]
SWSOLAR.NS,Sterling and Wilson Renewable Energy Ltd.,Construction,['NIFTYTOTALMARKET'],[]
SYMPHONY.NS,Symphony Ltd.,Consumer Durables,['NIFTYTOTALMARKET'],[]
SYNGENE.NS,Syngene International Ltd.,Healthcare,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",['NIFTY_HEALTHCARE']
SYRMA.NS,Syrma SGS Technology Ltd.,Capital Goods,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
TANLA.NS,Tanla Platforms Ltd.,Information Technology,['NIFTYTOTALMARKET'],[]
TARC.NS,TARC Ltd.,Realty,['NIFTYTOTALMARKET'],[]
TARIL.NS,Transformers And Rectifiers (India) Ltd.,Capital Goods,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
TATACHEM.NS,Tata Chemicals Ltd.,Chemicals,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYSMALLCAP100']",['NIFTY_CHEMICALS']
TATACOMM.NS,Tata Communications Ltd.,Telecommunication,"['NIFTY500', 'NIFTY200', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",[]
TATACONSUM.NS,Tata Consumer Products Ltd.,Fast Moving Consumer Goods,"['NIFTY200', 'NIFTY50', 'NIFTY100', 'NIFTYTOTALMARKET', 'NIFTY500']",['NIFTY_FMCG']
TATAELXSI.NS,Tata Elxsi Ltd.,Information Technology,"['NIFTY500', 'NIFTY200', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",[]
TATAINVEST.NS,Tata Investment Corporation Ltd.,Financial Services,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",[]
TATAPOWER.NS,Tata Power Co. Ltd.,Power,"['NIFTY200', 'NIFTY100', 'NIFTYTOTALMARKET', 'NIFTYNEXT50', 'NIFTY500']",[]
TATASTEEL.NS,Tata Steel Ltd.,Metals & Mining,"['NIFTY200', 'NIFTY50', 'NIFTY100', 'NIFTYTOTALMARKET', 'NIFTY500']",['NIFTY_METAL']
TATATECH.NS,Tata Technologies Ltd.,Information Technology,"['NIFTY500', 'NIFTY200', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",[]
TBOTEK.NS,TBO Tek Ltd.,Consumer Services,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
TCS.NS,Tata Consultancy Services Ltd.,Information Technology,"['NIFTY200', 'NIFTY50', 'NIFTY100', 'NIFTYTOTALMARKET', 'NIFTY500']",['NIFTY_IT']
TDPOWERSYS.NS,TD Power Systems Ltd.,Capital Goods,['NIFTYTOTALMARKET'],[]
TEAMLEASE.NS,Teamlease Services Ltd.,Services,['NIFTYTOTALMARKET'],[]
TECHM.NS,Tech Mahindra Ltd.,Information Technology,"['NIFTY200', 'NIFTY50', 'NIFTY100', 'NIFTYTOTALMARKET', 'NIFTY500']",['NIFTY_IT']
TECHNOE.NS,Techno Electric & Engineering Company Ltd.,Construction,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
TEGA.NS,Tega Industries Ltd.,Capital Goods,['NIFTYTOTALMARKET'],[]
TEJASNET.NS,Tejas Networks Ltd.,Telecommunication,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYSMALLCAP100']",[]
TEXRAIL.NS,Texmaco Rail & Eng. Ltd.,Capital Goods,['NIFTYTOTALMARKET'],[]
THANGAMAYL.NS,Thangamayil Jewellery Ltd.,Consumer Durables,['NIFTYTOTALMARKET'],[]
THELEELA.NS,Leela Palaces Hotels & Resorts Ltd.,Consumer Services,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
THERMAX.NS,Thermax Ltd.,Capital Goods,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",[]
THOMASCOOK.NS,Thomas Cook (India) Ltd.,Consumer Services,['NIFTYTOTALMARKET'],[]
THYROCARE.NS,Thyrocare Technologies Ltd.,Healthcare,['NIFTYTOTALMARKET'],[]
TI.NS,Tilaknagar Industries Ltd.,Fast Moving Consumer Goods,['NIFTYTOTALMARKET'],[]
TIINDIA.NS,Tube Investments of India Ltd.,Automobile and Auto Components,"['NIFTY500', 'NIFTY200', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",['NIFTY_AUTO']
TIMETECHNO.NS,Time Technoplast Ltd.,Capital Goods,['NIFTYTOTALMARKET'],[]
TIMKEN.NS,Timken India Ltd.,Capital Goods,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
TIPSMUSIC.NS,Tips Music Ltd.,Media Entertainment & Publication,['NIFTYTOTALMARKET'],['NIFTY_MEDIA']
TITAGARH.NS,Titagarh Rail Systems Ltd.,Capital Goods,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
TITAN.NS,Titan Company Ltd.,Consumer Durables,"['NIFTY200', 'NIFTY50', 'NIFTY100', 'NIFTYTOTALMARKET', 'NIFTY500']",['NIFTY_CONSUMER_DURABLES']
TMPV.NS,Tata Motors Passenger Vehicles Ltd.,Automobile and Auto Components,"['NIFTY200', 'NIFTY50', 'NIFTY100', 'NIFTYTOTALMARKET', 'NIFTY500']",['NIFTY_AUTO']
TORNTPHARM.NS,Torrent Pharmaceuticals Ltd.,Healthcare,"['NIFTY200', 'NIFTY100', 'NIFTYTOTALMARKET', 'NIFTYNEXT50', 'NIFTY500']","['NIFTY_HEALTHCARE', 'NIFTY_PHARMA']"
TORNTPOWER.NS,Torrent Power Ltd.,Power,"['NIFTY500', 'NIFTY200', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",[]
TRANSRAILL.NS,Transrail Lighting Ltd.,Capital Goods,['NIFTYTOTALMARKET'],[]
TRENT.NS,Trent Ltd.,Consumer Services,"['NIFTY200', 'NIFTY50', 'NIFTY100', 'NIFTYTOTALMARKET', 'NIFTY500']",[]
TRIDENT.NS,Trident Ltd.,Textiles,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYSMALLCAP100']",[]
TRITURBINE.NS,Triveni Turbine Ltd.,Capital Goods,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYSMALLCAP100']",[]
TRIVENI.NS,Triveni Engineering & Industries Ltd.,Fast Moving Consumer Goods,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
TSFINV.NS,TSF Investments Ltd.,Financial Services,['NIFTYTOTALMARKET'],[]
TTML.NS,Tata Teleservices (Maharashtra) Ltd.,Telecommunication,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
TVSMOTOR.NS,TVS Motor Company Ltd.,Automobile and Auto Components,"['NIFTY200', 'NIFTY100', 'NIFTYTOTALMARKET', 'NIFTYNEXT50', 'NIFTY500']",['NIFTY_AUTO']
TVSSCS.NS,TVS Supply Chain Solutions Ltd.,Services,['NIFTYTOTALMARKET'],[]
UBL.NS,United Breweries Ltd.,Fast Moving Consumer Goods,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",['NIFTY_FMCG']
UCOBANK.NS,UCO Bank,Financial Services,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",['NIFTY_PSUBANK']
UJJIVANSFB.NS,Ujjivan Small Finance Bank Ltd.,Financial Services,['NIFTYTOTALMARKET'],[]
ULTRACEMCO.NS,UltraTech Cement Ltd.,Construction Materials,"['NIFTY200', 'NIFTY50', 'NIFTY100', 'NIFTYTOTALMARKET', 'NIFTY500']",['NIFTY_CEMENT']
UNIMECH.NS,Unimech Aerospace and Manufacturing Ltd.,Capital Goods,['NIFTYTOTALMARKET'],[]
UNIONBANK.NS,Union Bank of India,Financial Services,"['NIFTY500', 'NIFTY200', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']","['NIFTY_PSUBANK', 'NIFTY_BANK']"
UNITDSPR.NS,United Spirits Ltd.,Fast Moving Consumer Goods,"['NIFTY200', 'NIFTY100', 'NIFTYTOTALMARKET', 'NIFTYNEXT50', 'NIFTY500']",['NIFTY_FMCG']
UNOMINDA.NS,UNO Minda Ltd.,Automobile and Auto Components,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",['NIFTY_AUTO']
UPL.NS,UPL Ltd.,Chemicals,"['NIFTY500', 'NIFTY200', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",['NIFTY_CHEMICALS']
USHAMART.NS,Usha Martin Ltd.,Capital Goods,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
UTIAMC.NS,UTI Asset Management Company Ltd.,Financial Services,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
V2RETAIL.NS,V2 Retail Ltd.,Consumer Services,['NIFTYTOTALMARKET'],[]
VAIBHAVGBL.NS,Vaibhav Global Ltd.,Consumer Durables,['NIFTYTOTALMARKET'],[]
VARROC.NS,Varroc Engineering Ltd.,Automobile and Auto Components,['NIFTYTOTALMARKET'],[]
VBL.NS,Varun Beverages Ltd.,Fast Moving Consumer Goods,"['NIFTY200', 'NIFTY100', 'NIFTYTOTALMARKET', 'NIFTYNEXT50', 'NIFTY500']",['NIFTY_FMCG']
VEDL.NS,Vedanta Ltd.,Metals & Mining,"['NIFTY200', 'NIFTY100', 'NIFTYTOTALMARKET', 'NIFTYNEXT50', 'NIFTY500']",['NIFTY_METAL']
VENTIVE.NS,Ventive Hospitality Ltd.,Consumer Services,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
VESUVIUS.NS,Vesuvius India Ltd.,Capital Goods,['NIFTYTOTALMARKET'],[]
VGUARD.NS,V-Guard Industries Ltd.,Consumer Durables,"['NIFTY500', 'NIFTYTOTALMARKET']",['NIFTY_CONSUMER_DURABLES']
VIJAYA.NS,Vijaya Diagnostic Centre Ltd.,Healthcare,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
VINATIORGA.NS,Vinati Organics Ltd.,Chemicals,['NIFTYTOTALMARKET'],[]
VIPIND.NS,V.I.P. Industries Ltd.,Consumer Durables,['NIFTYTOTALMARKET'],[]
VIYASH.NS,Viyash Scientific Ltd.,Healthcare,['NIFTYTOTALMARKET'],[]
VMART.NS,V-Mart Retail Ltd.,Consumer Services,['NIFTYTOTALMARKET'],[]
VMM.NS,Vishal Mega Mart Ltd.,Consumer Services,"['NIFTY500', 'NIFTY200', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",[]
VOLTAMP.NS,Voltamp Transformers Ltd,Capital Goods,['NIFTYTOTALMARKET'],[]
VOLTAS.NS,Voltas Ltd.,Consumer Durables,"['NIFTY500', 'NIFTY200', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",['NIFTY_CONSUMER_DURABLES']
VSTIND.NS,VST Industries Ltd.,Fast Moving Consumer Goods,['NIFTYTOTALMARKET'],[]
VTL.NS,Vardhman Textiles Ltd.,Textiles,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
WAAREEENER.NS,Waaree Energies Ltd.,Capital Goods,"['NIFTY500', 'NIFTY200', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",[]
WAAREERTL.NS,Waaree Renewable Technologies Ltd.,Capital Goods,['NIFTYTOTALMARKET'],[]
WABAG.NS,Va Tech Wabag Ltd.,Utilities,['NIFTYTOTALMARKET'],[]
WEBELSOLAR.NS,Websol Energy System Ltd.,Capital Goods,['NIFTYTOTALMARKET'],[]
WELCORP.NS,Welspun Corp Ltd.,Capital Goods,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYSMALLCAP100']",['NIFTY_METAL']
WELENT.NS,Welspun Enterprises Ltd.,Construction,['NIFTYTOTALMARKET'],[]
WELSPUNLIV.NS,Welspun Living Ltd.,Textiles,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
WESTLIFE.NS,Westlife Foodworld Ltd.,Consumer Services,['NIFTYTOTALMARKET'],[]
WHIRLPOOL.NS,Whirlpool of India Ltd.,Consumer Durables,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYSMALLCAP100']",['NIFTY_CONSUMER_DURABLES']
WIPRO.NS,Wipro Ltd.,Information Technology,"['NIFTY200', 'NIFTY50', 'NIFTY100', 'NIFTYTOTALMARKET', 'NIFTY500']",['NIFTY_IT']
WOCKPHARMA.NS,Wockhardt Ltd.,Healthcare,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYSMALLCAP100']",['NIFTY_PHARMA']
YATHARTH.NS,Yatharth Hospital & Trauma Care Services Ltd.,Healthcare,['NIFTYTOTALMARKET'],[]
YESBANK.NS,Yes Bank Ltd.,Financial Services,"['NIFTY500', 'NIFTY200', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']","['NIFTY_PRIVATEBANK', 'NIFTY_BANK']"
ZAGGLE.NS,Zaggle Prepaid Ocean Services Ltd.,Information Technology,['NIFTYTOTALMARKET'],[]
ZEEL.NS,Zee Entertainment Enterprises Ltd.,Media Entertainment & Publication,"['NIFTY500', 'NIFTYTOTALMARKET']",['NIFTY_MEDIA']
ZENSARTECH.NS,Zensar Technolgies Ltd.,Information Technology,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYSMALLCAP100']",[]
ZENTEC.NS,Zen Technologies Ltd.,Capital Goods,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYSMALLCAP100']",[]
ZFCVINDIA.NS,ZF Commercial Vehicle Control Systems India Ltd.,Automobile and Auto Components,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
ZYDUSLIFE.NS,Zydus Lifesciences Ltd.,Healthcare,"['NIFTY200', 'NIFTY100', 'NIFTYTOTALMARKET', 'NIFTYNEXT50', 'NIFTY500']","['NIFTY_HEALTHCARE', 'NIFTY_PHARMA']"
ZYDUSWELL.NS,Zydus Wellness Ltd.,Fast Moving Consumer Goods,['NIFTYTOTALMARKET'],[]
