Symbol,Company Name,Industry,Index,Sector
360ONE.NS,360 ONE WAM Ltd.,Financial Services,"['NIFTY500', 'NIFTY200', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",[]
3MINDIA.NS,3M India Ltd.,Diversified,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",[]
AADHARHFC.NS,Aadhar Housing Finance Ltd.,Financial Services,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYSMALLCAP100']",[]
AARTIDRUGS.NS,Aarti Drugs Ltd.,Healthcare,['NIFTYTOTALMARKET'],[]
AARTIIND.NS,Aarti Industries Ltd.,Chemicals,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYSMALLCAP100']",['NIFTY_CHEMICALS']
AARTIPHARM.NS,Aarti Pharmalabs Ltd.,Healthcare,['NIFTYTOTALMARKET'],[]
AAVAS.NS,Aavas Financiers Ltd.,Financial Services,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
ABB.NS,ABB India Ltd.,Capital Goods,"['NIFTY200', 'NIFTY100', 'NIFTYTOTALMARKET', 'NIFTYNEXT50', 'NIFTY500']",[]
ABBOTINDIA.NS,Abbott India Ltd.,Healthcare,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']","['NIFTY_HEALTHCARE', 'NIFTY_PHARMA']"
ABCAPITAL.NS,Aditya Birla Capital Ltd.,Financial Services,"['NIFTY500', 'NIFTY200', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",[]
ABDL.NS,Allied Blenders and Distillers Ltd.,Fast Moving Consumer Goods,['NIFTYTOTALMARKET'],[]
ABFRL.NS,Aditya Birla Fashion and Retail Ltd.,Consumer Services,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
ABLBL.NS,Aditya Birla Lifestyle Brands Ltd.,Consumer Services,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
ABREL.NS,Aditya Birla Real Estate Ltd.,Forest Materials,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYSMALLCAP100']",[]
ABSLAMC.NS,Aditya Birla Sun Life AMC Ltd.,Financial Services,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
ACC.NS,ACC Ltd.,Construction Materials,"['NIFTY500', 'NIFTY200', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",['NIFTY_CEMENT']
ACE.NS,Action Construction Equipment Ltd.,Capital Goods,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
ACI.NS,Archean Chemical Industries Ltd.,Chemicals,['NIFTYTOTALMARKET'],[]
ACMESOLAR.NS,ACME Solar Holdings Ltd.,Power,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
ACUTAAS.NS,Acutaas Chemicals Ltd.,Healthcare,['NIFTYTOTALMARKET'],[]
ADANIENSOL.NS,Adani Energy Solutions Ltd.,Power,"['NIFTY200', 'NIFTY100', 'NIFTYTOTALMARKET', 'NIFTYNEXT50', 'NIFTY500']",[]
ADANIENT.NS,Adani Enterprises Ltd.,Metals & Mining,"['NIFTY200', 'NIFTY50', 'NIFTY100', 'NIFTYTOTALMARKET', 'NIFTY500']",['NIFTY_METAL']
ADANIGREEN.NS,Adani Green Energy Ltd.,Power,"['NIFTY200', 'NIFTY100', 'NIFTYTOTALMARKET', 'NIFTYNEXT50', 'NIFTY500']",[]
ADANIPORTS.NS,Adani Ports and Special Economic Zone Ltd.,Services,"['NIFTY200', 'NIFTY50', 'NIFTY100', 'NIFTYTOTALMARKET', 'NIFTY500']",[]
ADANIPOWER.NS,Adani Power Ltd.,Power,"['NIFTY200', 'NIFTY100', 'NIFTYTOTALMARKET', 'NIFTYNEXT50', 'NIFTY500']",[]
ADVENZYMES.NS,Advanced Enzyme Tech Ltd.,Healthcare,['NIFTYTOTALMARKET'],[]
AEGISLOG.NS,Aegis Logistics Ltd.,Oil Gas & Consumable Fuels,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYSMALLCAP100']",['NIFTY_OILANDGAS']
AEGISVOPAK.NS,Aegis Vopak Terminals Ltd.,Oil Gas & Consumable Fuels,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYSMALLCAP100']",[]
AETHER.NS,Aether Industries Ltd.,Chemicals,['NIFTYTOTALMARKET'],[]
AFCONS.NS,Afcons Infrastructure Ltd.,Construction,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYSMALLCAP100']",[]
AFFLE.NS,Affle 3i Ltd.,Information Technology,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYSMALLCAP100']",[]
AGARWALEYE.NS,Dr. Agarwal's Health Care Ltd.,Healthcare,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
AGI.NS,AGI Greenpac Ltd.,Capital Goods,['NIFTYTOTALMARKET'],[]
AHLUCONT.NS,Ahluwalia Contracts (India) Ltd.,Construction,['NIFTYTOTALMARKET'],[]
AIAENG.NS,AIA Engineering Ltd.,Capital Goods,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",[]
AIIL.NS,Authum Investment & Infrastructure Ltd.,Financial Services,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
AJANTPHARM.NS,Ajanta Pharmaceuticals Ltd.,Healthcare,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",['NIFTY_PHARMA']
AJAXENGG.NS,Ajax Engineering Ltd.,Capital Goods,['NIFTYTOTALMARKET'],[]
AKUMS.NS,Akums Drugs and Pharmaceuticals Ltd.,Healthcare,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
AKZOINDIA.NS,Akzo Nobel India Ltd.,Consumer Durables,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
ALIVUS.NS,Alivus Life Sciences Ltd.,Healthcare,['NIFTYTOTALMARKET'],[]
ALKEM.NS,Alkem Laboratories Ltd.,Healthcare,"['NIFTY500', 'NIFTY200', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']","['NIFTY_HEALTHCARE', 'NIFTY_PHARMA']"
ALKYLAMINE.NS,Alkyl Amines Chemicals Ltd.,Chemicals,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
ALLCARGO.NS,Allcargo Logistics Ltd.,Services,['NIFTYTOTALMARKET'],[]
ALOKINDS.NS,Alok Industries Ltd.,Textiles,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
AMBER.NS,Amber Enterprises India Ltd.,Consumer Durables,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYSMALLCAP100']",['NIFTY_CONSUMER_DURABLES']
AMBUJACEM.NS,Ambuja Cements Ltd.,Construction Materials,"['NIFTY200', 'NIFTY100', 'NIFTYTOTALMARKET', 'NIFTYNEXT50', 'NIFTY500']",['NIFTY_CEMENT']
ANANDRATHI.NS,Anand Rathi Wealth Ltd.,Financial Services,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYSMALLCAP100']",[]
ANANTRAJ.NS,Anant Raj Ltd.,Realty,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYSMALLCAP100']",['NIFTY_REALTY']
ANGELONE.NS,Angel One Ltd.,Financial Services,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYSMALLCAP100']",[]
ANUP.NS,The Anup Engineering Ltd.,Capital Goods,['NIFTYTOTALMARKET'],[]
ANURAS.NS,Anupam Rasayan India Ltd.,Chemicals,['NIFTYTOTALMARKET'],[]
APARINDS.NS,Apar Industries Ltd.,Capital Goods,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",[]
APLAPOLLO.NS,APL Apollo Tubes Ltd.,Capital Goods,"['NIFTY500', 'NIFTY200', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",['NIFTY_METAL']
APLLTD.NS,Alembic Pharmaceuticals Ltd.,Healthcare,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
APOLLOHOSP.NS,Apollo Hospitals Enterprise Ltd.,Healthcare,"['NIFTY200', 'NIFTY50', 'NIFTY100', 'NIFTYTOTALMARKET', 'NIFTY500']",['NIFTY_HEALTHCARE']
APOLLOTYRE.NS,Apollo Tyres Ltd.,Automobile and Auto Components,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",[]
APTUS.NS,Aptus Value Housing Finance India Ltd.,Financial Services,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYSMALLCAP100']",[]
ARE&M.NS,Amara Raja Energy & Mobility Ltd.,Automobile and Auto Components,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYSMALLCAP100']",[]
ARVIND.NS,Arvind Ltd.,Textiles,['NIFTYTOTALMARKET'],[]
ARVINDFASN.NS,Arvind Fashions Ltd.,Consumer Services,['NIFTYTOTALMARKET'],[]
ASAHIINDIA.NS,Asahi India Glass Ltd.,Automobile and Auto Components,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
ASHOKA.NS,Ashoka Buildcon Ltd.,Construction,['NIFTYTOTALMARKET'],[]
ASHOKLEY.NS,Ashok Leyland Ltd.,Capital Goods,"['NIFTY500', 'NIFTY200', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",['NIFTY_AUTO']
ASIANPAINT.NS,Asian Paints Ltd.,Consumer Durables,"['NIFTY200', 'NIFTY50', 'NIFTY100', 'NIFTYTOTALMARKET', 'NIFTY500']",[]
ASKAUTOLTD.NS,ASK Automotive Ltd.,Automobile and Auto Components,['NIFTYTOTALMARKET'],[]
ASTERDM.NS,Aster DM Healthcare Ltd.,Healthcare,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYSMALLCAP100']",[]
ASTRAL.NS,Astral Ltd.,Capital Goods,"['NIFTY500', 'NIFTY200', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",[]
ASTRAMICRO.NS,Astra Microwave Products Ltd.,Capital Goods,['NIFTYTOTALMARKET'],[]
ASTRAZEN.NS,AstraZenca Pharma India Ltd.,Healthcare,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
ATGL.NS,Adani Total Gas Ltd.,Oil Gas & Consumable Fuels,"['NIFTY500', 'NIFTY200', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",['NIFTY_OILANDGAS']
ATHERENERG.NS,Ather Energy Ltd.,Automobile and Auto Components,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
ATUL.NS,Atul Ltd.,Chemicals,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYSMALLCAP100']",['NIFTY_CHEMICALS']
AUBANK.NS,AU Small Finance Bank Ltd.,Financial Services,"['NIFTY500', 'NIFTY200', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",['NIFTY_BANK']
AURIONPRO.NS,Aurionpro Solution Ltd.,Information Technology,['NIFTYTOTALMARKET'],[]
AUROPHARMA.NS,Aurobindo Pharma Ltd.,Healthcare,"['NIFTY500', 'NIFTY200', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']","['NIFTY_HEALTHCARE', 'NIFTY_PHARMA']"
AVALON.NS,Avalon Technologies Ltd.,Capital Goods,['NIFTYTOTALMARKET'],[]
AVANTIFEED.NS,Avanti Feeds Ltd.,Fast Moving Consumer Goods,['NIFTYTOTALMARKET'],[]
AWFIS.NS,Awfis Space Solutions Ltd.,Services,['NIFTYTOTALMARKET'],[]
AWL.NS,AWL Agri Business Ltd.,Fast Moving Consumer Goods,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",[]
AXISBANK.NS,Axis Bank Ltd.,Financial Services,"['NIFTY200', 'NIFTY50', 'NIFTY100', 'NIFTYTOTALMARKET', 'NIFTY500']","['NIFTY_FINANCIAL_SERVICES', 'NIFTY_FINANCIAL_SERVICES25-50LIST', 'NIFTY_PRIVATEBANK', 'NIFTY_BANK']"
AZAD.NS,Azad Engineering Ltd.,Capital Goods,['NIFTYTOTALMARKET'],[]
BAJAJ-AUTO.NS,Bajaj Auto Ltd.,Automobile and Auto Components,"['NIFTY200', 'NIFTY50', 'NIFTY100', 'NIFTYTOTALMARKET', 'NIFTY500']",['NIFTY_AUTO']
BAJAJELEC.NS,Bajaj Electricals Ltd,Consumer Durables,['NIFTYTOTALMARKET'],[]
BAJAJFINSV.NS,Bajaj Finserv Ltd.,Financial Services,"['NIFTY200', 'NIFTY50', 'NIFTY100', 'NIFTYTOTALMARKET', 'NIFTY500']","['NIFTY_FINANCIAL_SERVICES', 'NIFTY_FINANCIAL_SERVICES25-50LIST']"
BAJAJHFL.NS,Bajaj Housing Finance Ltd.,Financial Services,"['NIFTY200', 'NIFTY100', 'NIFTYTOTALMARKET', 'NIFTYNEXT50', 'NIFTY500']",[]
BAJAJHLDNG.NS,Bajaj Holdings & Investment Ltd.,Financial Services,"['NIFTY200', 'NIFTY100', 'NIFTYTOTALMARKET', 'NIFTYNEXT50', 'NIFTY500']",[]
BAJFINANCE.NS,Bajaj Finance Ltd.,Financial Services,"['NIFTY200', 'NIFTY50', 'NIFTY100', 'NIFTYTOTALMARKET', 'NIFTY500']","['NIFTY_FINANCIAL_SERVICES', 'NIFTY_FINANCIAL_SERVICES25-50LIST']"
BALAMINES.NS,Balaji Amines Ltd.,Chemicals,['NIFTYTOTALMARKET'],[]
BALKRISIND.NS,Balkrishna Industries Ltd.,Automobile and Auto Components,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",[]
BALRAMCHIN.NS,Balrampur Chini Mills Ltd.,Fast Moving Consumer Goods,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
BALUFORGE.NS,Balu Forge Industries Ltd.,Capital Goods,['NIFTYTOTALMARKET'],[]
BANCOINDIA.NS,Banco Products (India) Ltd.,Automobile and Auto Components,['NIFTYTOTALMARKET'],[]
BANDHANBNK.NS,Bandhan Bank Ltd.,Financial Services,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYSMALLCAP100']",['NIFTY_PRIVATEBANK']
BANKBARODA.NS,Bank of Baroda,Financial Services,"['NIFTY200', 'NIFTY100', 'NIFTYTOTALMARKET', 'NIFTYNEXT50', 'NIFTY500']","['NIFTY_PSUBANK', 'NIFTY_BANK']"
BANKINDIA.NS,Bank of India,Financial Services,"['NIFTY500', 'NIFTY200', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",['NIFTY_PSUBANK']
BASF.NS,BASF India Ltd.,Chemicals,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
BATAINDIA.NS,Bata India Ltd.,Consumer Durables,"['NIFTY500', 'NIFTYTOTALMARKET']",['NIFTY_CONSUMER_DURABLES']
BAYERCROP.NS,Bayer Cropscience Ltd.,Chemicals,"['NIFTY500', 'NIFTYTOTALMARKET']",['NIFTY_CHEMICALS']
BBL.NS,Bharat Bijlee Ltd.,Capital Goods,['NIFTYTOTALMARKET'],[]
BBTC.NS,Bombay Burmah Trading Corporation Ltd.,Fast Moving Consumer Goods,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
BDL.NS,Bharat Dynamics Ltd.,Capital Goods,"['NIFTY500', 'NIFTY200', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",[]
BECTORFOOD.NS,Mrs. Bectors Food Specialities Ltd.,Fast Moving Consumer Goods,['NIFTYTOTALMARKET'],[]
BEL.NS,Bharat Electronics Ltd.,Capital Goods,"['NIFTY200', 'NIFTY50', 'NIFTY100', 'NIFTYTOTALMARKET', 'NIFTY500']",[]
BELRISE.NS,Belrise Industries Ltd.,Automobile and Auto Components,['NIFTYTOTALMARKET'],[]
BEML.NS,BEML Ltd.,Capital Goods,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYSMALLCAP100']",[]
BERGEPAINT.NS,Berger Paints India Ltd.,Consumer Durables,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",[]
BHARATFORG.NS,Bharat Forge Ltd.,Automobile and Auto Components,"['NIFTY500', 'NIFTY200', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",['NIFTY_AUTO']
BHARTIARTL.NS,Bharti Airtel Ltd.,Telecommunication,"['NIFTY200', 'NIFTY50', 'NIFTY100', 'NIFTYTOTALMARKET', 'NIFTY500']",[]
BHARTIHEXA.NS,Bharti Hexacom Ltd.,Telecommunication,"['NIFTY500', 'NIFTY200', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",[]
BHEL.NS,Bharat Heavy Electricals Ltd.,Capital Goods,"['NIFTY500', 'NIFTY200', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",[]
BIKAJI.NS,Bikaji Foods International Ltd.,Fast Moving Consumer Goods,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
BIOCON.NS,Biocon Ltd.,Healthcare,"['NIFTY500', 'NIFTY200', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']","['NIFTY_HEALTHCARE', 'NIFTY_PHARMA']"
BIRLACORPN.NS,Birla Corporation Ltd.,Construction Materials,['NIFTYTOTALMARKET'],['NIFTY_CEMENT']
BLACKBUCK.NS,Blackbuck Ltd.,Services,['NIFTYTOTALMARKET'],[]
BLS.NS,BLS International Services Ltd.,Consumer Services,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYSMALLCAP100']",[]
BLUEDART.NS,Blue Dart Express Ltd.,Services,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
BLUEJET.NS,Blue Jet Healthcare Ltd.,Healthcare,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
BLUESTARCO.NS,Blue Star Ltd.,Consumer Durables,"['NIFTY500', 'NIFTY200', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",['NIFTY_CONSUMER_DURABLES']
BORORENEW.NS,Borosil Renewables Ltd.,Capital Goods,['NIFTYTOTALMARKET'],[]
BOSCH-HCIL.NS,Bosch Home Comfort India Ltd.,Consumer Durables,['NIFTYTOTALMARKET'],[]
BOSCHLTD.NS,Bosch Ltd.,Automobile and Auto Components,"['NIFTY200', 'NIFTY100', 'NIFTYTOTALMARKET', 'NIFTYNEXT50', 'NIFTY500']",['NIFTY_AUTO']
BPCL.NS,Bharat Petroleum Corporation Ltd.,Oil Gas & Consumable Fuels,"['NIFTY200', 'NIFTY100', 'NIFTYTOTALMARKET', 'NIFTYNEXT50', 'NIFTY500']",['NIFTY_OILANDGAS']
BRIGADE.NS,Brigade Enterprises Ltd.,Realty,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYSMALLCAP100']",['NIFTY_REALTY']
BRITANNIA.NS,Britannia Industries Ltd.,Fast Moving Consumer Goods,"['NIFTY200', 'NIFTY100', 'NIFTYTOTALMARKET', 'NIFTYNEXT50', 'NIFTY500']",['NIFTY_FMCG']
BSE.NS,BSE Ltd.,Financial Services,"['NIFTY500', 'NIFTY200', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']","['NIFTY_FINANCIAL_SERVICES', 'NIFTY_FINANCIAL_SERVICES25-50LIST']"
BSOFT.NS,Birlasoft Ltd.,Information Technology,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
CAMPUS.NS,Campus Activewear Ltd.,Consumer Durables,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
CAMS.NS,Computer Age Management Services Ltd.,Financial Services,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYSMALLCAP100']",[]
CANBK.NS,Canara Bank,Financial Services,"['NIFTY200', 'NIFTY100', 'NIFTYTOTALMARKET', 'NIFTYNEXT50', 'NIFTY500']","['NIFTY_PSUBANK', 'NIFTY_BANK']"
CANFINHOME.NS,Can Fin Homes Ltd.,Financial Services,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
CAPLIPOINT.NS,Caplin Point Laboratories Ltd.,Healthcare,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
CARBORUNIV.NS,Carborundum Universal Ltd.,Capital Goods,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
CARTRADE.NS,Cartrade Tech Ltd.,Consumer Services,['NIFTYTOTALMARKET'],[]
CASTROLIND.NS,Castrol India Ltd.,Oil Gas & Consumable Fuels,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYSMALLCAP100']",['NIFTY_OILANDGAS']
CCAVENUE.NS,AvenuesAI Ltd.,Financial Services,['NIFTYTOTALMARKET'],[]
CCL.NS,CCL Products (I) Ltd.,Fast Moving Consumer Goods,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
CDSL.NS,Central Depository Services (India) Ltd.,Financial Services,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYSMALLCAP100']",[]
CEATLTD.NS,Ceat Ltd.,Automobile and Auto Components,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
CEIGALL.NS,Ceigall India Ltd.,Construction,['NIFTYTOTALMARKET'],[]
CELLO.NS,Cello World Ltd.,Consumer Durables,['NIFTYTOTALMARKET'],[]
CEMPRO.NS,Cemindia Projects Ltd.,Construction,['NIFTYTOTALMARKET'],[]
CENTRALBK.NS,Central Bank of India,Financial Services,"['NIFTY500', 'NIFTYTOTALMARKET']",['NIFTY_PSUBANK']
CENTURYPLY.NS,Century Plyboards (India) Ltd.,Consumer Durables,"['NIFTY500', 'NIFTYTOTALMARKET']",['NIFTY_CONSUMER_DURABLES']
CERA.NS,Cera Sanitaryware Ltd,Consumer Durables,"['NIFTY500', 'NIFTYTOTALMARKET']",['NIFTY_CONSUMER_DURABLES']
CESC.NS,CESC Ltd.,Power,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYSMALLCAP100']",[]
CGCL.NS,Capri Global Capital Ltd.,Financial Services,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYSMALLCAP100']",[]
CGPOWER.NS,CG Power and Industrial Solutions Ltd.,Capital Goods,"['NIFTY200', 'NIFTY100', 'NIFTYTOTALMARKET', 'NIFTYNEXT50', 'NIFTY500']",[]
CHALET.NS,Chalet Hotels Ltd.,Consumer Services,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
CHAMBLFERT.NS,Chambal Fertilizers & Chemicals Ltd.,Chemicals,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYSMALLCAP100']",['NIFTY_CHEMICALS']
CHENNPETRO.NS,Chennai Petroleum Corporation Ltd.,Oil Gas & Consumable Fuels,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
CHOICEIN.NS,Choice International Ltd.,Financial Services,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
CHOLAFIN.NS,Cholamandalam Investment and Finance Company Ltd.,Financial Services,"['NIFTY200', 'NIFTY100', 'NIFTYTOTALMARKET', 'NIFTYNEXT50', 'NIFTY500']","['NIFTY_FINANCIAL_SERVICES', 'NIFTY_FINANCIAL_SERVICES25-50LIST']"
CHOLAHLDNG.NS,Cholamandalam Financial Holdings Ltd.,Financial Services,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYSMALLCAP100']",[]
CIEINDIA.NS,CIE Automotive India Ltd.,Automobile and Auto Components,['NIFTYTOTALMARKET'],[]
CIGNITITEC.NS,Cigniti Technologies Ltd.,Information Technology,['NIFTYTOTALMARKET'],[]
CIPLA.NS,Cipla Ltd.,Healthcare,"['NIFTY200', 'NIFTY50', 'NIFTY100', 'NIFTYTOTALMARKET', 'NIFTY500']","['NIFTY_HEALTHCARE', 'NIFTY_PHARMA']"
CLEAN.NS,Clean Science and Technology Ltd.,Chemicals,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
CMSINFO.NS,CMS Info Systems Ltd.,Services,['NIFTYTOTALMARKET'],[]
COALINDIA.NS,Coal India Ltd.,Oil Gas & Consumable Fuels,"['NIFTY200', 'NIFTY50', 'NIFTY100', 'NIFTYTOTALMARKET', 'NIFTY500']",[]
COCHINSHIP.NS,Cochin Shipyard Ltd.,Capital Goods,"['NIFTY500', 'NIFTY200', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",[]
COFORGE.NS,Coforge Ltd.,Information Technology,"['NIFTY500', 'NIFTY200', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",['NIFTY_IT']
COHANCE.NS,Cohance Lifesciences Ltd.,Healthcare,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
COLPAL.NS,Colgate Palmolive (India) Ltd.,Fast Moving Consumer Goods,"['NIFTY500', 'NIFTY200', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",['NIFTY_FMCG']
CONCOR.NS,Container Corporation of India Ltd.,Services,"['NIFTY500', 'NIFTY200', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",[]
CONCORDBIO.NS,Concord Biotech Ltd.,Healthcare,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
COROMANDEL.NS,Coromandel International Ltd.,Chemicals,"['NIFTY500', 'NIFTY200', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",['NIFTY_CHEMICALS']
CRAFTSMAN.NS,Craftsman Automation Ltd.,Automobile and Auto Components,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
CREDITACC.NS,CreditAccess Grameen Ltd.,Financial Services,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYSMALLCAP100']",[]
CRISIL.NS,CRISIL Ltd.,Financial Services,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",[]
CROMPTON.NS,Crompton Greaves Consumer Electricals Ltd.,Consumer Durables,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYSMALLCAP100']",['NIFTY_CONSUMER_DURABLES']
CSBBANK.NS,CSB Bank Ltd.,Financial Services,['NIFTYTOTALMARKET'],[]
CUB.NS,City Union Bank Ltd.,Financial Services,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
CUMMINSIND.NS,Cummins India Ltd.,Capital Goods,"['NIFTY500', 'NIFTY200', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",[]
CYIENT.NS,Cyient Ltd.,Information Technology,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYSMALLCAP100']",[]
CYIENTDLM.NS,Cyient DLM Ltd.,Capital Goods,['NIFTYTOTALMARKET'],[]
DABUR.NS,Dabur India Ltd.,Fast Moving Consumer Goods,"['NIFTY500', 'NIFTY200', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",['NIFTY_FMCG']
DALBHARAT.NS,Dalmia Bharat Ltd.,Construction Materials,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",['NIFTY_CEMENT']
DATAMATICS.NS,Datamatics Global Services Ltd.,Information Technology,['NIFTYTOTALMARKET'],[]
DATAPATTNS.NS,Data Patterns (India) Ltd.,Capital Goods,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYSMALLCAP100']",[]
DBCORP.NS,D.B.Corp Ltd.,Media Entertainment & Publication,[],['NIFTY_MEDIA']
DBL.NS,Dilip Buildcon Ltd.,Construction,['NIFTYTOTALMARKET'],[]
DBREALTY.NS,Valor Estate Ltd.,Consumer Services,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
DCAL.NS,Dishman Carbogen Amcis Ltd.,Healthcare,['NIFTYTOTALMARKET'],[]
DCBBANK.NS,DCB Bank Ltd.,Financial Services,['NIFTYTOTALMARKET'],[]
DCMSHRIRAM.NS,DCM Shriram Ltd.,Diversified,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
DEEPAKFERT.NS,Deepak Fertilisers & Petrochemicals Corp. Ltd.,Chemicals,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYSMALLCAP100']",[]
DEEPAKNTR.NS,Deepak Nitrite Ltd.,Chemicals,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",['NIFTY_CHEMICALS']
